"Time,""Frame Number"",""Frame_length"",""Source_ip"",""Destination_IP"",""Source_Port"",""Destination_Port"",""SYN"",""ACK"",""RST"",""TTL"",""TCP_Protocol"""
"0.082327,""2742"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082353,""2743"",""126"",""192.168.75.119"",""185.63.147.12"",""55471"",""443"",""Not set"",""Set"",""Not set"",""63,64"",""TCP"""
"0.082354,""2744"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082354,""2745"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082391,""2746"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082392,""2747"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082402,""2748"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082403,""2749"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082442,""2750"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082443,""2751"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082467,""2752"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082467,""2753"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082492,""2754"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082492,""2755"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082517,""2756"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082518,""2757"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082544,""2758"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082545,""2759"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082569,""2760"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082569,""2761"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082607,""2762"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082608,""2763"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082619,""2764"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082620,""2765"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082645,""2766"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082645,""2767"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082671,""2768"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082671,""2769"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082695,""2770"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082696,""2771"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082721,""2772"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082722,""2773"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082746,""2774"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082747,""2775"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082772,""2776"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082772,""2777"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082797,""2778"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082798,""2779"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082822,""2780"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082823,""2781"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082848,""2782"",""70"",""192.168.4.197"",""23.55.236.164"",""50847"",""443"",""Not set"",""Set"",""Not set"",""63"",""TCP"""
"0.082849,""2783"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082849,""2784"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082861,""2785"",""88"",""10.50.197.119"",""10.50.210.56"",""47381"",""3389"",""Not set"",""Set"",""Not set"",""63"",""TCP"""
"0.082862,""2786"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082874,""2787"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082875,""2788"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082900,""2789"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082901,""2790"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082926,""2791"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082926,""2792"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082951,""2793"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082951,""2794"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082976,""2795"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082977,""2796"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.082989,""2797"",""126"",""192.168.75.119"",""185.63.147.12"",""55471"",""443"",""Not set"",""Set"",""Not set"",""63,64"",""TCP"""
"0.082990,""2798"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083002,""2799"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083003,""2800"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083028,""2801"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083029,""2802"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083054,""2803"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083054,""2804"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083079,""2805"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083079,""2806"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083104,""2807"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083105,""2808"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083130,""2809"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083130,""2810"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083173,""2811"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083173,""2812"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083193,""2813"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083193,""2814"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083205,""2815"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083206,""2816"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083232,""2817"",""68"",""92.45.54.178"",""10.50.209.134"","""","""","""","""","""",""116"",""UDP"""
"0.083233,""2818"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083233,""2819"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083257,""2820"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083258,""2821"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083283,""2822"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083283,""2823"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083308,""2824"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083309,""2825"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083346,""2826"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083347,""2827"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083357,""2828"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083358,""2829"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083383,""2830"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083384,""2831"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083409,""2832"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083410,""2833"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083434,""2834"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083435,""2835"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083459,""2836"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083460,""2837"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083485,""2838"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083486,""2839"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083510,""2840"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083511,""2841"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083550,""2842"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083551,""2843"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083561,""2844"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083562,""2845"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083587,""2846"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083588,""2847"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083613,""2848"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083614,""2849"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083623,""2850"",""1390"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083624,""2851"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083625,""2852"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083626,""2853"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083626,""2854"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083627,""2855"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083628,""2856"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083628,""2857"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083635,""2858"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083636,""2859"",""92"",""17.10.234.176"",""10.50.197.32"","""","""","""","""","""",""221"",""UDP"""
"0.083889,""2860"",""68"",""92.45.54.178"",""10.50.209.134"","""","""","""","""","""",""116"",""UDP"""
"0.083991,""2861"",""64"",""10.50.197.71"",""216.58.211.33"",""49576"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.083992,""2862"",""4348"",""216.58.211.33"",""10.50.197.71"",""443"",""49576"",""Not set"",""Set"",""Not set"",""53"",""TCP"""
"0.084023,""2863"",""64"",""10.50.197.71"",""216.58.211.33"",""49576"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.084882,""2864"",""78"",""192.168.193.40"",""192.168.193.13"","""","""","""","""","""",""60"",""UDP"""
"0.085106,""2865"",""1500"",""31.216.145.67"",""192.168.72.4"",""80"",""53479"",""Not set"",""Set"",""Not set"",""252,45"",""TCP"""
"0.085109,""2866"",""1500"",""31.216.145.67"",""192.168.72.4"",""80"",""53479"",""Not set"",""Set"",""Not set"",""252,45"",""TCP"""
"0.085111,""2867"",""1500"",""31.216.145.67"",""192.168.72.4"",""80"",""53479"",""Not set"",""Set"",""Not set"",""252,45"",""TCP"""
"0.085111,""2868"",""1488"",""216.58.211.33"",""10.50.197.71"",""443"",""49576"",""Not set"",""Set"",""Not set"",""53"",""TCP"""
"0.085269,""2869"",""1500"",""31.216.145.67"",""192.168.72.4"",""80"",""53479"",""Not set"",""Set"",""Not set"",""252,45"",""TCP"""
"0.085272,""2870"",""1500"",""31.216.145.67"",""192.168.72.4"",""80"",""53479"",""Not set"",""Set"",""Not set"",""252,45"",""TCP"""
"0.085273,""2871"",""1500"",""31.216.145.67"",""192.168.72.4"",""80"",""53479"",""Not set"",""Set"",""Not set"",""252,45"",""TCP"""
"0.085277,""2872"",""1500"",""188.125.93.157"",""192.168.66.244"",""443"",""48044"",""Not set"",""Set"",""Not set"",""252,48"",""TCP"""
"0.085277,""2873"",""1518"",""64.15.113.178"",""192.168.104.66"",""443"",""49383"",""Not set"",""Set"",""Not set"",""55"",""TCP"""
"0.085298,""2874"",""1500"",""188.125.93.157"",""192.168.66.244"",""443"",""48044"",""Not set"",""Set"",""Not set"",""252,48"",""TCP"""
"0.085299,""2875"",""92"",""10.50.197.32"",""173.245.59.115"","""","""","""","""","""",""127"",""UDP"""
"0.085377,""2876"",""1376"",""77.92.104.21"",""192.168.72.187"","""","""","""","""","""",""252,47"",""UDP"""
"0.085379,""2877"",""138"",""192.168.76.148"",""64.15.113.143"",""32829"",""443"",""Not set"",""Set"",""Not set"",""63,64"",""TCP"""
"0.085380,""2878"",""68"",""92.45.54.178"",""10.50.209.134"","""","""","""","""","""",""116"",""UDP"""
"0.085634,""2879"",""78"",""192.168.193.13"",""192.168.193.40"","""","""","""","""","""",""128"",""UDP"""
"0.085892,""2880"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.085894,""2881"",""13198"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.085952,""2882"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.085957,""2883"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.085959,""2884"",""5898"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.085960,""2885"",""1488"",""216.58.211.33"",""10.50.197.71"",""443"",""49576"",""Not set"",""Set"",""Not set"",""53"",""TCP"""
"0.085979,""2886"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.085979,""2887"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086010,""2888"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086012,""2889"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086050,""2890"",""1500"",""31.216.145.67"",""192.168.72.4"",""80"",""53479"",""Not set"",""Set"",""Not set"",""252,45"",""TCP"""
"0.086052,""2891"",""64"",""10.50.197.71"",""216.58.211.33"",""49576"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086064,""2892"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086065,""2893"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086096,""2894"",""1500"",""31.216.145.67"",""192.168.72.4"",""80"",""53479"",""Not set"",""Set"",""Not set"",""252,45"",""TCP"""
"0.086099,""2895"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086100,""2896"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086119,""2897"",""64"",""192.168.104.66"",""64.15.113.173"",""49480"",""443"",""Not set"",""Set"",""Not set"",""128"",""TCP"""
"0.086119,""2898"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086120,""2899"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086129,""2900"",""64"",""192.168.104.66"",""64.15.113.173"",""49480"",""443"",""Not set"",""Set"",""Not set"",""128"",""TCP"""
"0.086129,""2901"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086139,""2902"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086140,""2903"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086165,""2904"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086166,""2905"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086191,""2906"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086191,""2907"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086216,""2908"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086217,""2909"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086241,""2910"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086242,""2911"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086269,""2912"",""218"",""10.50.209.134"",""92.45.54.178"","""","""","""","""","""",""64"",""UDP"""
"0.086270,""2913"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086270,""2914"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086281,""2915"",""78"",""10.50.209.134"",""92.45.54.178"","""","""","""","""","""",""64"",""UDP"""
"0.086282,""2916"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086294,""2917"",""78"",""10.50.209.134"",""92.45.54.178"","""","""","""","""","""",""64"",""UDP"""
"0.086295,""2918"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086296,""2919"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086321,""2920"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086322,""2921"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086345,""2922"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086346,""2923"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086371,""2924"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086372,""2925"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086406,""2926"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086408,""2927"",""4438"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086421,""2928"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086422,""2929"",""1518"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086449,""2930"",""218"",""10.50.209.134"",""92.45.54.178"","""","""","""","""","""",""64"",""UDP"""
"0.086451,""2931"",""78"",""10.50.209.134"",""92.45.54.178"","""","""","""","""","""",""64"",""UDP"""
"0.086451,""2932"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086452,""2933"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086475,""2934"",""64"",""10.50.197.71"",""10.50.192.199"",""49543"",""443"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
"0.086476,""2935"",""2978"",""10.50.192.199"",""10.50.197.71"",""443"",""49543"",""Not set"",""Set"",""Not set"",""127"",""TCP"""
